Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú,Tháng
B24DCCC040,2024-07-30,Trương Công Chiến,Y tế,473855,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-26,Trương Công Chiến,Học tập,64288,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-30,Trương Công Chiến,Y tế,331598,Thanh toán dịch vụ,
B24DCCC040,2024-08-14,Trương Công Chiến,Ăn uống,72383,Khoản chi đột xuất,
B24DCCC040,2024-06-14,Trương Công Chiến,Khác,148804,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-28,Trương Công Chiến,Khác,127358,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-12,Trương Công Chiến,Giải trí,391064,Khoản chi đột xuất,
B24DCCC040,2024-10-31,Trương Công Chiến,Học tập,414137,Khoản chi đột xuất,
B24DCCC040,2024-08-09,Trương Công Chiến,Di chuyển,152104,Khoản chi đột xuất,
B24DCCC040,2024-08-08,Trương Công Chiến,Y tế,73091,Khoản chi đột xuất,
B24DCCC040,2024-06-02,Trương Công Chiến,Mua sắm,271439,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-17,Trương Công Chiến,Giải trí,49673,Khoản chi đột xuất,
B24DCCC040,2024-10-26,Trương Công Chiến,Giải trí,102895,Thanh toán dịch vụ,
B24DCCC040,2024-12-19,Trương Công Chiến,Giải trí,337964,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-16,Trương Công Chiến,Ăn uống,141708,Thanh toán dịch vụ,
B24DCCC040,2024-10-22,Trương Công Chiến,Mua sắm,101296,Khoản chi đột xuất,
B24DCCC040,2024-11-11,Trương Công Chiến,Ăn uống,439641,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-16,Trương Công Chiến,Khác,147332,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-26,Trương Công Chiến,Khác,275813,Thanh toán dịch vụ,
B24DCCC040,2024-04-10,Trương Công Chiến,Di chuyển,162011,Thanh toán dịch vụ,
B24DCCC040,2024-07-24,Trương Công Chiến,Giải trí,133721,Khoản chi đột xuất,
B24DCCC040,2024-02-26,Trương Công Chiến,Ăn uống,217877,Thanh toán dịch vụ,
B24DCCC040,2024-07-19,Trương Công Chiến,Mua sắm,89546,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-03,Trương Công Chiến,Di chuyển,441245,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-29,Trương Công Chiến,Y tế,187014,Thanh toán dịch vụ,
B24DCCC040,2024-07-31,Trương Công Chiến,Di chuyển,52549,Khoản chi đột xuất,
B24DCCC040,2024-03-14,Trương Công Chiến,Y tế,455190,Khoản chi đột xuất,
B24DCCC040,2024-12-06,Trương Công Chiến,Học tập,340090,Thanh toán dịch vụ,
B24DCCC040,2024-11-30,Trương Công Chiến,Khác,395423,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-09,Trương Công Chiến,Giải trí,94373,Thanh toán dịch vụ,
B24DCCC040,2024-07-03,Trương Công Chiến,Khác,197085,Khoản chi đột xuất,
B24DCCC040,2024-09-20,Trương Công Chiến,Y tế,127926,Khoản chi đột xuất,
B24DCCC040,2024-02-27,Trương Công Chiến,Khác,235015,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-05,Trương Công Chiến,Giải trí,234286,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-14,Trương Công Chiến,Y tế,455487,Khoản chi đột xuất,
B24DCCC040,2024-04-17,Trương Công Chiến,Khác,366062,Thanh toán dịch vụ,
B24DCCC040,2024-07-31,Trương Công Chiến,Ăn uống,235845,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-30,Trương Công Chiến,Khác,264886,Khoản chi đột xuất,
B24DCCC040,2024-09-21,Trương Công Chiến,Di chuyển,451757,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-28,Trương Công Chiến,Di chuyển,298331,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-20,Trương Công Chiến,Di chuyển,421556,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-09,Trương Công Chiến,Di chuyển,143172,Thanh toán dịch vụ,
B24DCCC040,2024-11-14,Trương Công Chiến,Ăn uống,361142,Khoản chi đột xuất,
B24DCCC040,2024-08-26,Trương Công Chiến,Khác,114536,Chi phí cần thiết trong tháng,
B24DCCC040,2024-11-07,Trương Công Chiến,Ăn uống,310083,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-19,Trương Công Chiến,Khác,36983,Khoản chi đột xuất,
B24DCCC040,2024-11-02,Trương Công Chiến,Học tập,288793,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-13,Trương Công Chiến,Giải trí,452755,Khoản chi đột xuất,
B24DCCC040,2024-04-07,Trương Công Chiến,Giải trí,74375,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-28,Trương Công Chiến,Di chuyển,421381,Khoản chi đột xuất,
B24DCCC040,2024-09-26,Trương Công Chiến,Ăn uống,203228,Khoản chi đột xuất,
B24DCCC040,2024-03-11,Trương Công Chiến,Y tế,112339,Khoản chi đột xuất,
B24DCCC040,2024-05-30,Trương Công Chiến,Y tế,286275,Thanh toán dịch vụ,
B24DCCC040,2024-01-17,Trương Công Chiến,Khác,297930,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-20,Trương Công Chiến,Mua sắm,452979,Thanh toán dịch vụ,
B24DCCC040,2024-06-24,Trương Công Chiến,Học tập,99210,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-22,Trương Công Chiến,Mua sắm,442807,Thanh toán dịch vụ,
B24DCCC040,2024-12-26,Trương Công Chiến,Khác,96491,Thanh toán dịch vụ,
B24DCCC040,2024-04-15,Trương Công Chiến,Mua sắm,473848,Thanh toán dịch vụ,
B24DCCC040,2024-05-08,Trương Công Chiến,Mua sắm,220006,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-07,Trương Công Chiến,Y tế,106685,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-28,Trương Công Chiến,Y tế,80818,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-31,Trương Công Chiến,Ăn uống,193151,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-16,Trương Công Chiến,Khác,237419,Thanh toán dịch vụ,
B24DCCC040,2024-06-07,Trương Công Chiến,Di chuyển,288200,Thanh toán dịch vụ,
B24DCCC040,2024-12-23,Trương Công Chiến,Giải trí,42548,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-22,Trương Công Chiến,Ăn uống,182418,Khoản chi đột xuất,
B24DCCC040,2024-06-03,Trương Công Chiến,Mua sắm,279600,Thanh toán dịch vụ,
B24DCCC040,2024-04-05,Trương Công Chiến,Giải trí,244094,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-23,Trương Công Chiến,Giải trí,210309,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-19,Trương Công Chiến,Học tập,456607,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-30,Trương Công Chiến,Ăn uống,421174,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-24,Trương Công Chiến,Giải trí,326887,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-14,Trương Công Chiến,Giải trí,153776,Thanh toán dịch vụ,
B24DCCC040,2024-12-21,Trương Công Chiến,Y tế,208166,Thanh toán dịch vụ,
B24DCCC040,2024-10-14,Trương Công Chiến,Học tập,173565,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-22,Trương Công Chiến,Ăn uống,47833,Thanh toán dịch vụ,
B24DCCC040,2024-12-21,Trương Công Chiến,Học tập,397006,Khoản chi đột xuất,
B24DCCC040,2024-09-05,Trương Công Chiến,Y tế,234091,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-04-18,Trương Công Chiến,Giải trí,115486,Khoản chi đột xuất,
B24DCCC040,2024-01-26,Trương Công Chiến,Y tế,74118,Chi phí cần thiết trong tháng,
B24DCCC040,2024-08-13,Trương Công Chiến,Học tập,356309,Thanh toán dịch vụ,
B24DCCC040,2024-11-06,Trương Công Chiến,Y tế,48996,Thanh toán dịch vụ,
B24DCCC040,2024-08-22,Trương Công Chiến,Mua sắm,443020,Khoản chi đột xuất,
B24DCCC040,2024-12-18,Trương Công Chiến,Mua sắm,29665,Thanh toán dịch vụ,
B24DCCC040,2024-07-06,Trương Công Chiến,Học tập,246239,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-05,Trương Công Chiến,Di chuyển,498999,Thanh toán dịch vụ,
B24DCCC040,2024-08-04,Trương Công Chiến,Y tế,128095,Khoản chi đột xuất,
B24DCCC040,2024-09-04,Trương Công Chiến,Di chuyển,431160,Khoản chi đột xuất,
B24DCCC040,2024-09-30,Trương Công Chiến,Mua sắm,448837,Khoản chi đột xuất,
B24DCCC040,2024-03-09,Trương Công Chiến,Di chuyển,204029,Thanh toán dịch vụ,
B24DCCC040,2024-07-12,Trương Công Chiến,Ăn uống,359918,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-25,Trương Công Chiến,Giải trí,260831,Thanh toán dịch vụ,
B24DCCC040,2024-06-20,Trương Công Chiến,Học tập,170311,Khoản chi đột xuất,
B24DCCC040,2024-08-20,Trương Công Chiến,Y tế,259711,Chi phí cần thiết trong tháng,
B24DCCC040,2024-05-03,Trương Công Chiến,Ăn uống,283000,Chi phí cần thiết trong tháng,
B24DCCC040,2024-03-25,Trương Công Chiến,Khác,217408,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-18,Trương Công Chiến,Giải trí,251086,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-07,Trương Công Chiến,Di chuyển,242178,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-04,Trương Công Chiến,Mua sắm,254945,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-10,Trương Công Chiến,Y tế,463803,Chi phí cần thiết trong tháng,
B24DCCC040,2024-12-17,Trương Công Chiến,Mua sắm,381558,Khoản chi đột xuất,
B24DCCC040,2024-12-30,Trương Công Chiến,Mua sắm,412447,Thanh toán dịch vụ,
B24DCCC040,2024-06-09,Trương Công Chiến,Học tập,255390,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-24,Trương Công Chiến,Y tế,86008,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-06,Trương Công Chiến,Mua sắm,297729,Thanh toán dịch vụ,
B24DCCC040,2024-11-30,Trương Công Chiến,Học tập,29278,Khoản chi đột xuất,
B24DCCC040,2024-08-05,Trương Công Chiến,Học tập,315042,Thanh toán dịch vụ,
B24DCCC040,2024-02-10,Trương Công Chiến,Di chuyển,187094,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-23,Trương Công Chiến,Y tế,89875,Thanh toán dịch vụ,
B24DCCC040,2024-04-03,Trương Công Chiến,Giải trí,45160,Khoản chi đột xuất,
B24DCCC040,2024-09-11,Trương Công Chiến,Mua sắm,430023,Thanh toán dịch vụ,
B24DCCC040,2024-04-26,Trương Công Chiến,Mua sắm,469843,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-13,Trương Công Chiến,Di chuyển,171522,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-10,Trương Công Chiến,Mua sắm,267179,Thanh toán dịch vụ,
B24DCCC040,2024-08-07,Trương Công Chiến,Y tế,365427,Khoản chi đột xuất,
B24DCCC040,2024-08-29,Trương Công Chiến,Khác,421134,Khoản chi đột xuất,
B24DCCC040,2024-07-11,Trương Công Chiến,Khác,84364,Khoản chi đột xuất,
B24DCCC040,2024-10-04,Trương Công Chiến,Giải trí,114089,Thanh toán dịch vụ,
B24DCCC040,2024-12-28,Trương Công Chiến,Mua sắm,117677,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-08-20,Trương Công Chiến,Y tế,294972,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-30,Trương Công Chiến,Y tế,263245,Thanh toán dịch vụ,
B24DCCC040,2024-07-23,Trương Công Chiến,Học tập,154544,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-10,Trương Công Chiến,Mua sắm,253918,Khoản chi đột xuất,
B24DCCC040,2024-04-01,Trương Công Chiến,Di chuyển,390799,Chi phí cần thiết trong tháng,
B24DCCC040,2024-07-30,Trương Công Chiến,Y tế,122315,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-20,Trương Công Chiến,Khác,365185,Thanh toán dịch vụ,
B24DCCC040,2024-04-02,Trương Công Chiến,Giải trí,150086,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-01-08,Trương Công Chiến,Ăn uống,160524,Khoản chi đột xuất,
B24DCCC040,2024-10-11,Trương Công Chiến,Mua sắm,417549,Thanh toán dịch vụ,
B24DCCC040,2024-05-16,Trương Công Chiến,Giải trí,35225,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-10,Trương Công Chiến,Di chuyển,339801,Chi phí cần thiết trong tháng,
B24DCCC040,2024-02-12,Trương Công Chiến,Y tế,274553,Khoản chi đột xuất,
B24DCCC040,2024-10-30,Trương Công Chiến,Ăn uống,202827,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-01,Trương Công Chiến,Học tập,301858,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-17,Trương Công Chiến,Ăn uống,306886,Thanh toán dịch vụ,
B24DCCC040,2024-03-09,Trương Công Chiến,Khác,313125,Thanh toán dịch vụ,
B24DCCC040,2024-07-15,Trương Công Chiến,Di chuyển,498187,Thanh toán dịch vụ,
B24DCCC040,2024-05-03,Trương Công Chiến,Mua sắm,251036,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-27,Trương Công Chiến,Giải trí,256765,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-06-20,Trương Công Chiến,Y tế,389951,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-11-10,Trương Công Chiến,Di chuyển,422879,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-04,Trương Công Chiến,Học tập,439916,Chi phí cần thiết trong tháng,
B24DCCC040,2024-10-09,Trương Công Chiến,Di chuyển,341830,Chi phí cần thiết trong tháng,
B24DCCC040,2024-01-21,Trương Công Chiến,Di chuyển,157380,Khoản chi đột xuất,
B24DCCC040,2024-03-21,Trương Công Chiến,Khác,266568,Chi phí cần thiết trong tháng,
B24DCCC040,2024-04-15,Trương Công Chiến,Y tế,386211,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-02-21,Trương Công Chiến,Ăn uống,186917,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-09-11,Trương Công Chiến,Di chuyển,177731,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-26,Trương Công Chiến,Học tập,461501,Chi phí cần thiết trong tháng,
B24DCCC040,2024-06-05,Trương Công Chiến,Khác,99523,Thanh toán dịch vụ,
B24DCCC040,2024-12-29,Trương Công Chiến,Mua sắm,248116,Khoản chi đột xuất,
B24DCCC040,2024-09-25,Trương Công Chiến,Di chuyển,489349,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-03-05,Trương Công Chiến,Mua sắm,153684,Thanh toán dịch vụ,
B24DCCC040,2024-08-14,Trương Công Chiến,Mua sắm,211587,Khoản chi đột xuất,
B24DCCC040,2024-03-29,Trương Công Chiến,Học tập,330787,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-05-25,Trương Công Chiến,Khác,198442,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-22,Trương Công Chiến,Học tập,442282,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-10-01,Trương Công Chiến,Mua sắm,429135,Phí dịch vụ hoặc tiện ích,
B24DCCC040,2024-07-04,Trương Công Chiến,Học tập,253943,Chi phí cần thiết trong tháng,
B24DCCC040,2024-09-10,Trương Công Chiến,Y tế,282309,Phí dịch vụ hoặc tiện ích,
